id,lat,long,misc
1948,13.08,-10.43833333,ENINO                    
1949,-3.902222222,19.05083333,ENKAK                    
1950,4.337222222,-1.845833333,ENKIT                    
1951,-11.99222222,27.32583333,ENKOT                    
1952,34.13027778,-6.503888889,ENNAV                    
1953,1.935,19.485,ENODO                    
1954,13.17333333,-6.726666667,ENOLU                    
1955,-17.16666667,33.53666667,ENORA                    
1956,0.9730555556,40.0125,ENORA                    
1957,11,-0.02166666667,ENOXO                    
1958,-33.08333333,65,ENTEN                    
1959,3.833333333,10.81666667,ENUGI                    
1960,-29.87472222,30.88944444,ENULO                    
1961,-3.483333333,28.96166667,ENUMI                    
1962,14.76166667,-15.01666667,ENURI                    
1963,-3.296666667,28.93666667,EPANA                    
1964,-1.709444444,11.12944444,EPASA                    
1965,4.806666667,11.10388889,EPASI                    
1966,14.82194444,2.238055556,EPELA                    
1967,0.2466666667,29.36166667,EPEPA                    
1968,14.09694444,-0.8511111111,EPEPO                    
1969,16.49,-13.93666667,EPETI                    
1970,7.059722222,3.524722222,EPEXI                    
1971,5.908888889,2.517222222,EPITI                    
1972,12.485,-5.375277778,EPITI                    
1973,4,34.19666667,EPLAS                    
1974,-7.608333333,12.73138889,EPLAT                    
1975,0.04722222222,40.78333333,EPLAV                    
1976,7.288888889,53.57,EPLES                    
1977,-12.595,38.32166667,EPLEV                    
1978,12.81027778,37.08027778,EPLIM                    
1979,-14.50027778,36.69388889,EPLOL                    
1980,-8.590555556,35.14111111,EPMAB                    
1981,-17.58277778,23.68666667,EPMAG                    
1982,-36.97,24.09194444,EPMAK                    
1983,-24.825,23.615,EPMAX                    
1984,-19.215,22.71,EPMED                    
1985,-19.025,56.13833333,EPMER                    
1986,-13,11.32333333,EPMES                    
1987,-4.7625,33.855,EPMIN                    
1988,-30.53055556,65,EPMOL                    
1989,-1.051388889,37.29222222,EPMOM                    
1990,-24.91611111,22.62833333,EPMON                    
1991,-9.416666667,11.89527778,EPMOR                    
1992,-30.48222222,30.19305556,EPNAK                    
1993,-19.495,35.18666667,EPNAV                    
1994,-20.45,57.725,EPNES                    
1995,-37.00944444,23.98444444,EPNET                    
1996,-19.20833333,34.62333333,EPNIV                    
1997,-15.985,36.2,EPNOM                    
1998,-17.87833333,20.30166667,EPNON                    
1999,-13.59388889,22.00277778,EPNUL                    
2000,5.921388889,14.8375,EPONA                    
2001,-18.67833333,22.80333333,EPRAL                    
2002,10.42,37.535,EPREK                    
2003,-26.85833333,32.43,EPRET                    
2004,-23.95,18.40888889,EPRIS                    
2005,-4.795555556,21.67916667,EPRIX                    
2006,-24.68916667,33.435,EPROS                    
2007,7.576666667,43.33333333,EPRUL                    
2008,-23.92638889,29.25111111,EPRUP                    
2009,-24.44416667,17.33361111,EPSAG                    
2010,-27.19833333,29.16138889,EPSAK                    
2011,-20.46138889,23.98444444,EPSAM                    
2012,-19.52777778,26.16805556,EPSEG                    
2013,-23.455,31.56333333,EPSEK                    
2014,0.05722222222,38.30305556,EPSIB                    
2015,9.25,55,EPSIV                    
2016,6.670555556,34.66555556,EPSIX                    
2017,-21.88444444,27.09361111,EPSOB                    
2018,-12.345,28.73916667,EPSOT                    
2019,10.20833333,39.93833333,EPSOT                    
2020,-20.63666667,57.41666667,EPSUP                    
2021,-2.548333333,37.38166667,EPSUS                    
2022,4.119166667,34.64444444,EPSUT                    
2023,-2.798611111,36.26,EPTAN                    
2024,-18.065,21.71972222,EPTAR                    
2025,-5.341944444,41.20694444,EPTAS                    
2026,-20.42166667,56.11833333,EPTEK                    
2027,-4.041666667,38.29333333,EPTEL                    
2028,-4.611111111,35.44666667,EPTIK                    
2029,0.5244444444,35.45138889,EPTOD                    
2030,-28.63416667,27.39527778,EPTOT                    
2031,8.426944444,42.40138889,EPTOV                    
2032,13.16138889,37.16555556,EPTUX                    
2033,-3.431666667,14.25,EPULO                    
2034,9.831666667,14.69527778,EPUTA                    
2035,-32.295,23.86361111,EPVAN                    
2036,12.25416667,38.95722222,EPVAN                    
2037,-25.00833333,19.065,EPVEP                    
2038,13.64166667,38.35055556,EPVER                    
2039,1.121111111,52.36111111,EPVIG                    
2040,0.1233333333,31.35833333,EPVIL                    
2041,-14.57166667,29.42,EPVOK                    
2042,-8.333333333,15.83333333,EPVOK                    
2043,-33.8175,26.22222222,EPVUV                    
2044,9.3525,13.85527778,ERALU                    
2045,-20.45833333,57.74166667,ERBAB                    
2046,-30.65972222,29.73444444,ERBAR                    
2047,-21.38666667,35.63833333,ERBAR                    
2048,-21.72138889,17.08694444,ERBIL                    
2049,-16.17722222,33.63861111,ERBOD                    
2050,-3.210555556,29.86444444,ERBOK                    
2051,12.92833333,35.95833333,ERBUK                    
2052,5.903055556,39.68722222,ERBUN                    
2053,-8.366666667,15.845,ERDAB                    
2054,-20.16,57.27,ERDAD                    
2055,-33.41388889,19.18666667,ERDAS                    
2056,-27.96888889,20.45361111,ERDEN                    
2057,-8.555277778,39.21388889,ERDEN                    
2058,-22.6075,17.07916667,ERDES                    
2059,-19.72,34.60638889,ERDET                    
2060,-19.51333333,34.23,ERDIL                    
2061,-20.84777778,55.20166667,ERDIP                    
2062,11.79611111,40.98333333,ERDIR                    
2063,10.76361111,-4.432777778,ERDIV                    
2064,20.11666667,6.6,EREBO                    
2065,0,5.440277778,EREGO                    
2066,5.986666667,0.8175,EREKA                    
2067,16.25,-8.207222222,EREMO                    
2068,19.97666667,-16.67,ERENA                    
2069,11.63916667,19.77888889,ERESA                    
2070,3.128333333,-28.8,ERETU                    
2071,9.532777778,-0.1577777778,ERGOS                    
2072,13.205,-15.14833333,ERIDI                    
2073,1.269444444,22.18638889,ERKAR                    
2074,5.276111111,10.40333333,ERKAS                    
2075,20.96666667,7.7,ERKEL                    
2076,2.92,11.00833333,ERKUT                    
2077,32.91916667,-6.39,ERLAM                    
2078,9.462777778,1.9125,ERLOM                    
2079,4.956666667,-0.8916666667,ERLUD                    
2080,7.716666667,8.6,ERMAD                    
2081,-4.446388889,15.22305556,ERMAG                    
2082,33.01527778,-10.13638889,ERMED                    
2083,8.366666667,-8.283333333,ERMIT                    
2084,33.97194444,18.40027778,ERMIX                    
2085,4.62,17.07333333,ERNEV                    
2086,1.906666667,27.34,ERNOS                    
2087,-22.49666667,40,EROPA                    
2088,4.598888889,-2.718888889,ERPAD                    
2089,3.847222222,9.061666667,ERPIS                    
2090,1.557777778,12.31805556,ERPUL                    
2091,7.225555556,4.284166667,ERSED                    
2092,13.43083333,18.15555556,ERTOM                    
2093,6.863611111,8.803333333,ERTOT                    
2094,2.68,-18.59333333,ERTOX                    
2095,34.04,-7.173055556,ESALA                    
2096,35.83333333,-2.686388889,ESAMI                    
2097,36.11611111,1.5,ESNAM                    
2098,-20.20666667,57.43,ESPIR                    
2099,-33.18444444,26.84611111,ESPOG                    
2100,-15.98361111,30.82305556,ESPOK                    
2101,-16.08472222,30.83333333,ESPOK                    
2102,-15,33.26666667,ESPOP                    
2103,-25.82916667,24.71527778,ESPUV                    
2104,-3.781111111,32.86583333,ESPUX                    
2105,6.434444444,56.34861111,ESRAB                    
2106,4.282777778,34.06777778,ESRAD                    
2107,-16.485,38.5,ESRAK                    
2108,-25.89611111,31.15388889,ESRAS                    
2109,-22.89666667,32.93666667,ESRAV                    
2110,-8.214166667,30.67888889,ESRES                    
2111,-29.2775,33.13472222,ESRET                    
2112,-3.949444444,39.82416667,ESRIN                    
2113,-18.61972222,30.20722222,ESRON                    
2114,11.23027778,40.51333333,ESRUD                    
2115,-33.96944444,19.80722222,ESRUK                    
2116,-25.91083333,31.725,ESRUM                    
2117,-1.286111111,34.92527778,ESTAB                    
2118,-16.85,28,ESTAK                    
2119,-28.14694444,14.42083333,ESTAM                    
2120,-22.65694444,15.05666667,ESTAX                    
2121,-26.75888889,27.5875,ESTED                    
2122,-29.39888889,30.41777778,ESTEX                    
2123,12.86805556,37.28972222,ESTID                    
2124,11.36833333,47.315,ESTIK                    
2125,-16.91833333,40.36333333,ESTIX                    
2126,-19.00166667,37.05166667,ESTOB                    
2127,-3.016111111,40.16055556,ESTOG                    
2128,2.711388889,49.83611111,ESTOK                    
2129,-21.01833333,16.63333333,ESTOV                    
2130,-8.603611111,14.57194444,ESTOX                    
2131,-31.57111111,28.38138889,ESTUB                    
2132,-19.24,36.91333333,ESTUD                    
2133,-17.93083333,36.87666667,ESTUX                    
2134,-8.808888889,15.89305556,ESVAS                    
2135,-25.21388889,32.84138889,ESVAT                    
2136,-32.43388889,24.00166667,ESVAX                    
2137,-19.65333333,35.94,ESVEB                    
2138,-25.98694444,30.60527778,ESVEV                    
2139,-3.498888889,29.79777778,ESVIM                    
2140,-18.42361111,36.56416667,ESVIP                    
2141,-28.08833333,30.82861111,ESVIR                    
2142,-20.24666667,57.735,ESVIS                    
2143,-22.05361111,35.42805556,ESVOG                    
2144,-24.69277778,25.63916667,ESVON                    
2145,26.87222222,-13.32083333,ETAVO                    
2146,-15.85666667,-10,ETAXO                    
2147,-28.99027778,24.87944444,ETBAB                    
2148,-3.813611111,39.71777778,ETBAX                    
2149,-24.53777778,24.64638889,ETBED                    
2150,-20.14333333,35.69,ETBER                    
2151,-20.40055556,22.43638889,ETBEX                    
2152,-32.20861111,27.69583333,ETBIN                    
2153,-26.38222222,17.64583333,ETBIR                    
2154,-21.32666667,38.48833333,ETBOL                    
2155,-15.51666667,27.61666667,ETBOM                    
2156,-10.82777778,12.91805556,ETBON                    
2157,-37.00138889,27.71166667,ETBOR                    
2158,-33.99888889,21.37333333,ETBUL                    
2159,11.97361111,38.99111111,ETBUN                    
2160,-25.90638889,26.26611111,ETBUX                    
2161,-1.107777778,36.32416667,ETGAP                    
2162,-33.75666667,22.37222222,ETGAX                    
2163,-32.50388889,28.58416667,ETGEB                    
2164,-24.75194444,33.23,ETGER                    
2165,-31.08638889,25.14888889,ETGIS                    
2166,6.869444444,37.61027778,ETGOM                    
2167,-20.93333333,57.07833333,ETGOR                    
2168,12.30333333,38.8575,ETGUL                    
2169,-27,40,ETGUN                    
2170,21.33805556,-18.67861111,ETIBA                    
2171,-8.818888889,33.52472222,ETITU                    
2172,8.388055556,38.39722222,ETIVA                    
2173,-25.02694444,34.56361111,ETIVI                    
